교차로번호,교차로명,연동교차로코드,구코드,지번,계량기번호,도로구분,경도,위도
1370,남강중,0,620,598-139대,-,001,126.91927136121906,37.472532481947844
1371,관악우림시장,0,620,1678-14대,-,001,126.92000523347755,37.47004212749138
1372,영광교회,0,620,639-11도,-,001,126.92049407753308,37.466996968348944
1374,봉림교(연등)2,1215,620,1472-4전,-,002,126.92419445273123,37.48535039067244
1375,창대카센터,0,620,1448-1대,-,001,126.92297318611827,37.48648944908769
1376,은천교회,0,620,395-61도,-,001,126.92194795988067,37.488059568296784
1377,주생빌딩(연등),1378,620,395공,-,001,126.91852460689564,37.489458330602325
1378,주생빌딩,0,620,395공,-,001,126.91693669335933,37.48911016580773
1379,한양빌딩앞,0,620,-,-,001,126.91505308782132,37.488014983117615
1380,신사동주민센터앞,0,620,499-38대,-,001,126.9139673548335,37.484862220104894
1381,신림현대아파트앞(연등),1382,620,618-20대,-,001,126.91063714996048,37.48567562671129
1382,신림현대아파트앞,0,620,689-64도,-,001,126.90895300887449,37.48521589276342
1383,조원아파트사거리,0,620,696-16대,-,001,126.90761642653572,37.48369819569374
1384,공단우체국,0,530,1103-11천,-,001,126.89860286662943,37.483698643395556
1385,공단우체국(연등)1,1384,530,1271 대,-,001,126.89708114789292,37.483855267351515
1386,디지털1단지,0,530,197-2도,-,001,126.89537659730792,37.484578310016175
1387,대륭포스트타워,1386,530,1065-5천,-,001,126.89634069607014,37.48583730795695
1388,대명전자삼거리,0,530,282-37도,-,001,126.89348197761039,37.482342393591935
1389,구로남초교,0,530,256-1 대,-,002,126.89041374181603,37.48406083717643
1391,영일초교(경보),0,530,31-19도,-,001,126.88307337211147,37.48449432945143
1392,디지털2단지,0,540,60-35도,-,001,126.88805096776767,37.477923415155004
1393,디지털3단지,0,540,371-27도,-,001,126.8808083417355,37.47582673795937
1395,우림라이온즈1차,0,540,371-9도,-,002,126.8817061555038,37.48007664350465
1396,제이플라츠,1395,540,616-15도,-,002,126.88129623417962,37.48111083630265
1397,독산초교,0,540,196-22대,-,001,126.89956688169852,37.466473307152405
1398,한일유엔아이아파트,0,540,524-1도,-,001,126.87650546386341,37.48562585738495
1399,광명대교남단,0,540,535-10도,-,001,126.87358368878985,37.48515579628011
1400,가산동주민센터,0,540,134-75대,-,001,126.89157134310048,37.47749279047418
1401,두산아파트,0,540,152-28도,-,001,126.89302887209848,37.475784379618084
1402,가산두산아파트,0,540,146-10대,-,001,126.89374832766347,37.47495331168121
1403,남문시장입구,0,540,980-28대,-,001,126.90055706379222,37.47127993821087
1404,가산디지털단지역,0,540,34-83철,-,002,126.88299682733874,37.48167359442821
1405,삼성물산,0,540,239-17도,-,002,126.88612455845585,37.47422786870275
1406,두산로입구삼거리,0,540,237-101도,-,001,126.88785634157777,37.47048264101133
1407,독산1동천주교,0,540,335-19도,-,002,126.89021418344473,37.47043332145131
1408,독산역,0,540,1081-4도,-,001,126.88955888046112,37.46652883261957
1409,독산역롯데캐슬아파트,0,540,1005-1대,-,002,126.89150374690928,37.46207457982263
1410,금천구청역,0,540,113-77철,-,002,126.89472575006631,37.45597410237376
1411,금천경찰서,0,540,산221-3 임,-,001,126.89747774336593,37.456718260759764
1412,시흥동오피스빌딩,0,540,1000-68도,-,001,126.89755293067525,37.4535642410587
1413,안양천삼거리,0,540,759-6전,-,002,126.89131497234821,37.45489048558436
1414,안천초교,0,540,1092도,-,002,126.88979712487843,37.45768984439419
1415,독산한신아파트,0,540,1092도,-,002,126.88855650834448,37.45715542169158
1416,문성중(연등)2,1360,540,1730 대,-,001,126.90901368829859,37.476900412293524
1417,디지털학교,0,540,147-76 대,-,001,126.89559050925251,37.47261129019004
1419,독산현대아파트입구(연등),1880,540,300-15 대,-,001,126.89332965548647,37.4665425465007
1420,빅마켓금천점(연등),4590,540,151-4대,-,001,126.89611205109009,37.46989693852853
1421,난곡치안센터,1370,620,612-41대,-,001,126.91981294208051,37.47144459515848
1422,벽산5단지입구,0,540,산100-43임,-,002,126.92090805886237,37.44990744951791
1423,시흥사거리(연등)1,660,540,872-2 대,-,001,126.90151929366064,37.45478749917907
1425,벽산밸리5차,0,540,60-42장,-,001,126.88498402624823,37.47704710838285
1426,가산디지털단지역(연등),1404,540,50-6도,-,002,126.88335503880208,37.48063569085292
1427,신도림대우푸르지오,0,530,329-1 제,-,001,126.88849656450202,37.50924645379069
1428,신도림SK뷰,0,530,646 대,-,001,126.88640932480986,37.50771516069051
1429,신도림주민센터,0,530,413-2도,-,001,126.8835988138801,37.505714959783006
1430,중앙유통단지,0,530,620-8도,-,001,126.87724367493078,37.501169357031884
1431,제일제당앞,1430,530,1258대,-,001,126.87459124708842,37.499770291965
1432,동양미래대학교,549,530,산55-1임,-,001,126.8675150289276,37.49958781424022
1433,한마을아파트,0,530,69-11도,-,001,126.86276288883113,37.49663579877263
1434,영화아파트,0,530,177-1도,-,001,126.85963793336936,37.496942487778924
1435,한국컨벤션웨딩,0,530,98-109대,-,001,126.85528699886119,37.49727680546427
1436,한영대학교,0,530,311-11대,-,001,126.85239011094784,37.49789284336059
1437,오류IC,0,530,90-83 대,-,001,126.84695528667636,37.497601455752644
1438,오류IC(연등),289,530,68-28대,-,001,126.84563289401187,37.49680467815358
1439,오류역입구,289,530,55-1도,-,001,126.84435106700533,37.49627660662308
1440,오류동삼거리,264,530,6-2도,-,001,126.84109800309729,37.49484514221321
1441,온수삼거리,0,530,331-4철,-,001,126.8374585945298,37.49321617659473
1676,신풍역출구,0,560,3405대,-,001,126.91073520591718,37.500073286645794
1677,약산약국(연등),0,560,186-123 종,-,001,126.9127030786718,37.51119407798979
1678,약산약국(연등)2,1677,560,215-28도,-,001,126.91178076943315,37.510956284715036
1679,영등포공원(연등)1,1602,560,602-34 대,-,001,126.91096457498064,37.513565376469245
1680,신길우성2차아파트(연등)1,1630,560,3573대,-,001,126.90995181260203,37.499214344487534
1681,신길우성2차아파트(연등)2,1630,560,2191대,-,001,126.91256226368286,37.49903244742846
1682,동작상떼빌104동앞(연등),1683,590,700도,-,001,126.90744103871539,37.488226973969475
1683,동작상떼빌104동앞,162,590,700-2도,-,001,126.90840489444551,37.487654582186074
1684,한국금융안전,0,590,600-59대,-,001,126.91002563958368,37.48713865605813
1686,상도터널,0,590,2-16대,-,001,126.94953308888668,37.50417516050684
1687,한국금융안전(연등),1684,590,600-86대,-,001,126.91103667233729,37.48715756260467
1688,문창초교,0,590,산 143 공,-,001,126.91243173083232,37.48761339472076
1689,래미안영등포110동,0,560,299-1 학,-,001,126.90543651598173,37.5051721041746
1690,한남대교남단,0,680,414 대,-,001,127.01989046067672,37.522918204274085
1691,가로수길교차로(연등),1692,680,394 도,-,001,127.02103236110644,37.52345429225409
1692,가로수길교차로,0,680,394 도,-,001,127.02235136677935,37.524113442818674
1693,광림교회,0,680,667-35 도,-,001,127.0240123137641,37.524936348503985
1694,광림교회(연등),1693,680,667-35 도,-,001,127.02628824998564,37.526066090204274
1695,압구정현대아파트,155,680,475 도,-,001,127.03018585667678,37.528098297118234
1696,압구정파출소,1697,680,394 도,-,001,127.03528925654403,37.529122141722766
1697,압구정한양아파트,0,680,394 도,-,001,127.03693303611216,37.52878900712344
1698,갤러리아압구정(연등),101,680,491 도,-,001,127.03919084745856,37.52819497057533
1699,청담초교,0,680,505 공,-,001,127.04378264073677,37.5270291707093
1700,청담초교정문(경보),0,680,144 도,-,002,127.0440585806418,37.52772986233316
1701,영동호텔,0,680,544-17 대,-,001,127.02310547673906,37.51759879293954
1702,강남을지병원(연등),198,680,279-16 도,-,001,127.02621513000928,37.518930292615394
1703,삼화콘덴서,0,680,595-6 대,-,001,127.03049897628973,37.520429821023946
1704,삼화콘덴서(연등),103,680,627-15 대,-,001,127.03175378545284,37.520837827807526
1705,도산공원(연등),103,680,279-1 도,-,001,127.03595745008141,37.52216572906348
1706,학동(연등)2,614,680,668-6 도,-,001,127.03737028062086,37.52265498173515
1707,학동(연등)1,614,680,77-6 도,-,001,127.04133471672046,37.52345951804285
1708,경원하이츠텔,580,680,145 도,-,001,127.0446664029122,37.523868134522225
1709,원앙예식장,0,680,110-3 대,-,001,127.05029914773127,37.52456834366633
1710,영동대교남단(연등)1,260,680,77 도,-,001,127.05279598525836,37.524842997625164
1711,논현역(연등),158,680,280 도,-,001,127.02279273889924,37.51156361529468
1712,논현지구대,0,680,28-3 대,-,001,127.02517002750119,37.51226986160943
1713,논현지구대(연등),1712,680,29-4 대,-,001,127.02692390621151,37.512803025295746
1714,국제빌딩앞,136,680,279-124 도,-,001,127.02857023898302,37.513320687532655
1715,학동치안센터,0,680,279-106 도,-,001,127.03301708317294,37.51469957363286
1716,강남케이블TV,0,680,104-25 대,-,001,127.03819418451921,37.516285680054594
1717,삼성해청아파트,0,680,77-85 도,-,001,127.04375844458644,37.517678300687116
1718,강남세무서(연등)2,1719,680,15-1 대,-,001,127.0450907537217,37.51791263004425
1719,강남세무서,0,680,28-20 대,-,001,127.04642011827742,37.51815085112069
1720,강남세무서(연등)1,1719,680,31-7 대,-,001,127.04797276939382,37.51839166928858
1721,청담진흥아파트,0,680,111-44 도,-,001,127.05260896067124,37.519249761909194
1722,봉은초교,0,680,111-2 도,-,001,127.05838065003117,37.5204979539966
1723,르메르디앙서울호텔,0,680,172-15 도,-,001,127.02817945052755,37.50557464681424
1724,삼정호텔정문,0,680,800-8 도,-,001,127.03139326668429,37.50654815981924
1725,논현경복아파트(연등),516,680,279-110 도,-,001,127.03600879154811,37.50795458764841
1726,아크로힐스논현아파트,0,680,265-25 대,-,001,127.04007281144692,37.5091664297519
1727,삼성2동주민센터앞,0,680,28 학,-,001,127.04612292265254,37.510951067850065
1728,삼릉초교,0,680,26-8 대,-,001,127.04809561181925,37.51151396011752
1729,삼성힐스테이트2단지앞,481,680,22-3 대,-,001,127.05109275409839,37.51240254929956
1730,봉은공원,0,680,74-4 학,-,001,127.0563585002484,37.51353573018728
1731,봉은사앞,1730,680,172-3 도,-,001,127.05803023063982,37.513836787491634
1442,동부제강앞(연등),1443,530,311-6 도,-,001,126.83570963326,37.492458743330296
1443,동부제강앞,0,530,311-6 도,-,001,126.8342204750567,37.492066837859724
1444,동부제강입구,1443,530,311-5도,-,001,126.83266528607365,37.49162765457888
1445,동부제강입구(연등),1444,530,311-5도,-,001,126.83150333137995,37.49139326694695
1446,온수역입구(연등),1447,530,327도,-,001,126.8275377584189,37.49088121845234
1447,온수역입구,0,530,산46-1임,-,001,126.825877822636,37.49021906494412
1448,유한공고,0,530,110도,-,001,126.82449925003748,37.48916397399307
1449,유한공고앞,1448,530,산17-4임,-,001,126.82362391971823,37.48874010712429
1450,오금교남단,0,530,285-38천,-,001,126.87469606956864,37.50723170153551
1451,구로미성아파트,0,530,611-20도,-,001,126.87658792218058,37.505703459859156
1452,구로미성아파트(연등),1451,530,604-15도,-,001,126.87801555848854,37.5045122571731
1453,수동물병원,0,530,496-128도,-,001,126.88603458340523,37.498606643191025
1454,수동물병원(연등)2,1453,530,442-185도,-,002,126.88762222771464,37.49671277392882
1455,동구로초교(연등)2,1456,530,65도,-,001,126.88985490721737,37.493977840494814
1456,동구로초교,0,530,136-14도,-,001,126.89074710020527,37.49284744695981
1457,동구로초교(연등)1,1456,530,93학,-,002,126.89180472564078,37.491653688009805
1458,구로3동새마을금고(연등)2,1459,530,1265대,-,002,126.88744476809036,37.48627101945485
1459,구로3동새마을금고,0,530,1265대,-,002,126.8880020303668,37.48694304707597
1460,구로3동한신아파트,0,530,772도,-,002,126.88956275281629,37.48828633228493
1461,영서중(연등),1462,530,772도,-,002,126.89047228179241,37.48889180357833
1462,영서중,0,530,289-20도,-,002,126.89153198603184,37.48955845178445
1463,대림역,0,560,125-84천,-,002,126.89571131780686,37.49224669610627
1464,대림역동측,0,560,722-11대,-,002,126.89697802735985,37.49295966063866
1465,남부사업소,0,560,693-1대,-,002,126.89861894913552,37.49401240793532
1466,대림119안전센터(연등)2,1467,560,417-1도,-,002,126.90358308310896,37.49721466506815
1467,대림119안전센터,0,560,420-138대,-,002,126.90401894157526,37.49771992454943
1468,신도림고가차도(연등),159,560,231-1 대,-,001,126.8970202635034,37.504763535595586
1469,대림성원아파트(연등),387,560,257-1천,-,002,126.89650784361444,37.502755919458544
1470,MG새마을금고앞,387,560,604-41대,-,001,126.89702811352565,37.50155092266366
1471,IBK기업은행대림동지점,185,560,682-2대,-,001,126.89844492955478,37.498259457410064
1472,대림3동사거리(연등)2,185,560,697도,-,002,126.89897678624183,37.49699564056295
1473,대림우성2차아파트(연등),111,560,744-3대,-,001,126.89941601113263,37.49596313230435
1474,대림1동공영주차장앞,1475,560,760-19도,-,001,126.90119825296732,37.49327896368985
1475,대림공원,0,560,887-1대,-,001,126.90245718172226,37.49168740461513
1476,대림우체국,0,560,935-14대,-,002,126.90435250169321,37.49002392607539
1477,구로1교,0,560,1064-3천,-,001,126.89791088079718,37.487674708792824
1478,신대림한솔파크입구,0,560,1072-24대,-,001,126.8991477225375,37.48870907708885
1479,다정슈퍼,0,560,833-13대,-,001,126.90026823796771,37.48971603831251
1480,다정슈퍼(연등),1479,560,854-23대,-,001,126.9012726288247,37.49061835350386
1481,대림1동새마을금고(연등)2,1482,560,1120 대,-,001,126.90366617200193,37.49276980747291
1482,대림1동새마을금고,0,560,893-58대,-,001,126.90434682797571,37.49337607078696
1483,대림1동주민센터,0,560,447-10대,-,001,126.90668909241934,37.49544546611116
1484,대림1동주민센터(연등),1483,560,906-40대,-,001,126.90564071552433,37.49452262309146
1485,대림역북측,0,530,795-2대,-,002,126.89453586050188,37.494434857457286
1487,거리공원입구오거리,0,560,646-4제,-,001,126.89340226667204,37.50259204883765
1488,거리공원입구오거리(연등)4,1487,560,646-6제,-,002,126.89365509714806,37.50211590431092
1489,거리공원입구오거리(연등)2,1487,530,37-4도,-,001,126.89269559517406,37.502224016825856
1490,우리유앤미아파트(연등)1,5464,530,573대,-,001,126.88248491807362,37.49805473709128
1491,구로초교,0,530,462-1도,-,001,126.8825988917049,37.495643429392565
1493,구로4동우체국(연등),1494,530,0-32 가,-,001,126.88383690690628,37.491754917082275
1494,구로4동우체국,0,530,754-12도,-,001,126.88406402501136,37.490541960021226
1495,구로시장(연등)2,1496,530,80대,-,001,126.88436896214506,37.48934921809556
1496,구로시장,0,530,339-82대,-,001,126.88457726921602,37.48845507811752
1497,구로시장(연등)1,1496,530,734-14대,-,001,126.88508691972906,37.48719457848998
1498,가마산지하차도(연등),1499,530,394-2도,-,001,126.88154714416224,37.490585889269944
1499,가마산지하차도,0,530,414-72도,-,001,126.88212409085409,37.49202655024736
1500,구로경찰서,627,530,443학,-,001,126.88577449313834,37.49369889632277
1501,구로경찰서(연등),627,530,442-74대,-,001,126.88707614505049,37.49434705481958
1502,구로구청구의회(연등),627,530,65도,-,001,126.88809772788454,37.49488064339178
1503,영림중(연등),1504,530,64 도,-,001,126.89055629299607,37.496152646563935
1504,영림중,0,530,64 도,-,001,126.89210095003413,37.49696374615591
1505,신영초교(연등),1506,560,786-29대,-,001,126.89502724421124,37.49847132268456
1506,신영초교,0,560,698도,-,001,126.89605757299618,37.499007829010665
1507,SK윈윈주유소(연등),1508,560,376도,-,001,126.8989559706411,37.50129690549013
1508,SK윈윈주유소,0,560,365대,-,001,126.89987841448574,37.50227462946575
1509,신도림우성아파트,0,530,328-6도,-,002,126.8866756998473,37.51251965991117
1510,신도림우성아파트(연등)1,1509,530,316-1 도,-,002,126.88536484715611,37.511547943024205
1511,신정교(연등),1962,530,271-96천,-,001,126.88183573048914,37.5151678292164
1512,구로현대아파트,0,530,701-2도,-,002,126.87743889215037,37.48712499752795
1513,구로1동파출소앞,0,530,685-222대,-,002,126.87475650132353,37.49124843713119
7471,대일외고,-,290,1353-13 공,-,002,127.01310792163157,37.61308560970321
1515,구일초교앞,1514,530,682-13도,-,001,126.87229051286621,37.492430067975185
1516,구일초교앞(연등),1515,530,642-53구,-,001,126.87177409168426,37.4937945684051
1517,수동물병원(연등)1,1453,530,546-4대,-,001,126.88752295841053,37.49949433489696
1518,구로보건소,0,530,61-2 도,-,002,126.88925836113286,37.500397948759705
1519,신구로초교,0,530,45 종,-,002,126.88990856145685,37.49971123946329
1520,거리공원,0,530,40-9대,-,001,126.89014918247881,37.500901599749106
1521,구로등기소,0,530,37-10도,-,001,126.8917376129768,37.498995824468935
1523,태진운수,1521,530,646-16천,-,001,126.89246364969769,37.499033816613185
1524,한국SGI회관앞,0,530,24대,-,001,126.88906426451544,37.50226583035268
1525,태영아파트정문,1526,530,3-80도,-,001,126.88722416382117,37.5048228015676
1526,미래초교,0,530,460-20철,-,001,126.88775490792653,37.50435271909451
1528,구로노인종합복지관(연등),1529,530,3-25 대,-,001,126.8888492138989,37.50486313486761
1529,구로노인종합복지관,0,530,3-33 공,-,001,126.890310382301,37.50566005668613
1530,신도림풍물시장,0,530,274철,-,002,126.89299445047382,37.50706580634034
1531,대림코오롱아파트,0,560,265-10천,-,001,126.89494117789864,37.50794672097506
1533,구로롯데아파트,0,530,570-78대,-,002,126.8844710515266,37.50272421391302
1534,고척중,0,530,79-9도,-,001,126.86360204177187,37.50064413485746
1535,고척시장,0,530,50-65도,-,001,126.86208638347024,37.50338700150635
1536,고척시장(연등),1535,530,50-65도,-,001,126.86154700825838,37.50423485154895
1537,덕의초교(연등),1538,530,1-15도,-,001,126.85820730950411,37.5060681284646
1538,덕의초교,0,530,339 대,-,001,126.85704906015712,37.5055826047043
1540,고척119안전센터(연등)2,7354,530,산5-1 공,-,001,126.85577539041236,37.50507539276084
1541,고척근린공원,0,530,산22-4도,-,002,126.85294869723914,37.503998698838124
1542,세곡초교,1544,530,산9-14 공,-,001,126.85116746528364,37.503320688558226
1544,세곡초교(연등),0,530,산9-14 공,-,001,126.85001694262726,37.502890406353394
1545,훼미리약국,0,530,253-317대,-,001,126.84932368029071,37.50264048417054
1546,개봉1동사거리(연등),1547,530,249-36대,-,001,126.84759669994196,37.50199572102867
1547,개봉1동사거리,0,530,67-1도,-,001,126.84655270009256,37.50156016821966
1548,거성푸르뫼아파트(연등)2,1549,530,416-270대,-,001,126.84559944851175,37.5012284405315
1549,거성푸르뫼아파트,0,530,100도,-,001,126.8448004427343,37.500964215787576
1550,거성푸르뫼아파트(연등)1,1549,530,7-22대,-,001,126.84350287992173,37.500488527279565
1551,동부주유소,0,200,102-28제,-,001,127.04728895523373,37.551630633792826
1552,동부골든아파트(연등)1,1553,530,27-4도,-,001,126.84208238329616,37.49991037104958
1553,동부골든아파트,0,530,50-7대,-,001,126.84042752267428,37.498752365228036
1554,아이천국어린이집(연등),1555,530,산2-45임,-,002,126.8395080033974,37.49791011939395
1555,아이천국어린이집,0,530,474대,-,001,126.83964871397262,37.49703486951502
1556,오류동교회,1555,530,341 대,-,002,126.84022486377923,37.496132947055216
1557,연세중앙교회(연등),1559,530,192-122 임,-,002,126.83577443964612,37.4932499766863
1558,수궁동주민센터,0,530,213-16전,-,001,126.83161189166665,37.49324254339331
1559,연세중앙교회,0,530,192-1대,-,002,126.83427490052404,37.49323781565667
1560,수궁동성당(연등),4484,530,182-7 임,-,001,126.8307667589206,37.49463171762266
1561,수궁동주민센터(연등),1558,530,214-3전,-,002,126.82916144432672,37.49320287109444
1562,우신고후문,0,530,산1-45임,-,002,126.82523407282304,37.49567951587878
